FISCAL_YEAR,QUARTER,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,PERCENTILE_COMP_50TH,PERCENTILE_COMP_90TH
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Kidney/Bladder Stone Removal,<5,9,2.1,5.4
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Knee - ACL Repair,29,14,7.1,25.3
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Knee - Meniscectomy,14,8,13.9,39
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Knee Arthroscopy,36,9,15,29.3
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Knee Replacement,723,164,44.9,84.3
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Laparotomy,<5,<5,,
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Lens & Vitreous (non-cataract) Surgery,39,28,2.7,13.6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Ligament Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Lipectomy,<5,0,,
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Male Reproductive Surgery,14,13,3.6,5.6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Mastectomy,14,58,2.1,4.9
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Mastoidectomy,<5,<5,,
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Myringotomy,28,21,13.7,59.6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Nasal Surgery,111,49,29,67.9
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Nerve Surgery,8,5,4.6,12.5
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Oral Cavity & Pharynx Surgery,38,22,19.2,57.2
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Other Ear Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Other Eye Surgery,14,8,0.6,2
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Other Joint Reconstruction,77,25,24.9,58.8
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Other Orthopaedic Surgery,129,62,15.7,49
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Other Urology Surgery,41,116,1.4,6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Parotidectomy,<5,0,,
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Prostate Surgery,36,52,3.9,10.7
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Rectal Surgery,31,12,13.1,26.7
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Shoulder Surgery,171,27,36.3,53.8
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Sinus Surgery,69,26,9.6,66
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Skin Surgery,<5,5,3.6,4.4
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Skin Tumour Removal,25,50,1.9,6.6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Sphincterotomy,<5,<5,,
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Tendon Surgery,6,9,8.3,19.9
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Thyroidectomy,25,5,5.3,19.9
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Tonsillectomy/Adenoidectomy,113,62,18.9,69.3
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Tympanoplasty,29,6,37.9,46.1
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Uterine Surgery,164,189,3.9,13.2
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Vaginal Repair,13,9,7.1,19.6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Vascular Surgery - Other,<5,15,2.1,4.6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Wound/Laceration Care,14,10,4.4,14.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Abdominoplasty,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",All Procedures,1035,559,8,39
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Biopsy in OR,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Bowel Resection,14,15,5.9,10.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Breast Reconstruction,5,8,4.2,18.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Breast Reduction,32,10,19.6,35.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Cholecystectomy,17,19,3.4,16.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Colostomy/Ileostomy,6,10,4.4,8.6
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Cyst/Ganglion Removal,6,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",D&C and Related Surgery,16,15,5.7,14.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Dental Surgery,82,55,11.6,41.6
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Examination Under Anaesthetic,<5,0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Excision Lesion/Tumour,13,13,4.4,6.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Fallopian Tube/Ovarian Surgery,19,8,12.9,18.3
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Foot/Ankle Surgery,6,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Foreign Body Removal Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Fracture Repair,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Hand/Wrist Surgery,8,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Hernia Repair - Abdominal,56,47,4.4,12.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Hernia Repair - Hiatal,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Hip Replacement,107,34,15.4,70.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Knee - ACL Repair,6,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Knee Arthroscopy,21,9,9.1,18.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Knee Replacement,217,56,22.6,85
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Laparoscopy,6,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Male Reproductive Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Mastectomy,10,14,3.9,9.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Myringotomy,<5,5,5,9.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Nasal Surgery,44,15,34,49.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Nerve Surgery,55,20,12,27.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Other Joint Reconstruction,20,6,9.3,18.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Other Orthopaedic Surgery,60,22,10.9,42.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Rectal Surgery,22,8,4.2,43
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Shoulder Surgery,39,13,13.1,22.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Sinus Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Skin Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Skin Tumour Removal,9,14,5.9,29.5
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Sphincterotomy,<5,0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Spinal/Back Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Tendon Surgery,8,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Thyroidectomy,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Tonsillectomy/Adenoidectomy,15,21,12,20
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Uterine Surgery,60,68,3.7,29.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Vaginal Repair,17,7,16.3,23.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Varicose Veins Ligation/Stripping,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Vascular Surgery - Other,<5,7,2.3,7.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Wound/Laceration Care,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",All Other Procedures,45,31,9,23.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",All Procedures,2445,1716,9.4,28
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Bariatric Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Biopsy in OR,5,9,2.9,6.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Bladder Surgery,29,63,3.3,14.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Bowel Resection,9,8,4,6.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Breast Biopsy,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Cataract Surgery,887,688,10.2,29.6
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Cholecystectomy,26,22,9.6,18
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Colostomy/Ileostomy,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Cone Biopsy,<5,7,6.3,16.6
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Cyst/Ganglion Removal,8,7,4.9,10.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",D&C and Related Surgery,8,16,10.1,19.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Dental Surgery,118,59,18,29.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Examination Under Anaesthetic,9,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Excision Lesion/Tumour,8,7,6.1,14.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Fallopian Tube/Ovarian Surgery,16,27,8,24.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Foot/Ankle Surgery,10,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Foreign Body Removal Surgery,<5,9,0.6,1.5
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Fracture Repair,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Free Flap Graft,<5,0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Hernia Repair - Abdominal,143,104,8.1,17.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Hernia Repair - Hiatal,9,8,16.5,25.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Hip Replacement,164,46,21.4,36
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Kidney/Bladder Stone Removal,36,43,3.3,15.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Knee - ACL Repair,29,5,28.3,39
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Knee - Meniscectomy,<5,6,4.2,21.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Knee Arthroscopy,60,31,16.3,39.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Knee Replacement,305,83,18.9,41.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Laparoscopy,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Male Reproductive Surgery,18,8,5.2,14.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Mastectomy,7,24,3.1,7.3
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Mastoidectomy,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Nasal Surgery,8,5,8.9,22
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Oral Cavity & Pharynx Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Other Eye Surgery,52,25,10,40.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Other Joint Reconstruction,29,10,11.5,26.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Other Orthopaedic Surgery,39,21,7.1,25.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Other Urology Surgery,37,52,4.1,15
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Prostate Surgery,94,86,3.9,15.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Rectal Surgery,13,14,7.8,22.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Shoulder Surgery,32,6,21.4,41
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Sinus Surgery,<5,6,10,18.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Skin Tumour Removal,<5,7,8.6,20.5
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Tendon Surgery,8,0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Thyroidectomy,<5,5,5.9,12.5
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Tonsillectomy/Adenoidectomy,<5,<5,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Tympanoplasty,<5,0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Uterine Surgery,120,117,12.3,26.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Vaginal Repair,25,15,21.9,40
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Vascular Surgery - Other,<5,10,1.5,2.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Wound/Laceration Care,9,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Abdominoplasty,15,5,4,35.8
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,All Other Procedures,122,114,5.1,16.5
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,All Procedures,4041,3427,5.6,28.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Aortic Aneurysm Repair,14,12,6.2,12.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Appendectomy,<5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Bariatric Surgery,28,25,15.7,32.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Biopsy in OR,16,32,2.3,9.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Bladder Surgery,17,48,3.6,8.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Bowel Resection,31,44,4,29.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Breast Reconstruction,27,6,25.4,32.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Breast Reduction,48,29,4.9,29.5
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Cataract Surgery,1688,1432,4.3,31
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Cholecystectomy,16,9,9,30.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Colostomy/Ileostomy,<5,0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Cyst/Ganglion Removal,7,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Dental Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Endarterectomy,30,51,3.3,11
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Esophagectomy,29,5,14.3,18.4
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Excision Gynecomastia,<5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Excision Lesion/Tumour,25,25,4.1,47.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Facial Bone Reconstruction,<5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Foreign Body Removal Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Free Flap Graft,<5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Gastrostomy/Jejunostomy,<5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Hand/Wrist Surgery,40,21,2.3,4
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Hernia Repair - Abdominal,30,46,6,40.8
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Hernia Repair - Hiatal,82,24,20,46.8
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Hip Replacement,235,263,10.6,20.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Kidney/Bladder Stone Removal,33,50,4.9,18.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Knee - ACL Repair,<5,0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Knee Arthroscopy,11,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Knee Replacement,379,330,11.1,23.6
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Lens & Vitreous (non-cataract) Surgery,164,195,6.1,30.6
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Lipectomy,<5,0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Male Reproductive Surgery,8,5,3.1,38.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Mastectomy,6,21,2.1,10.9
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Myringotomy,8,0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Nasal Surgery,32,16,12.9,46.1
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Nerve Surgery,13,13,2.6,4.5
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Oral Cavity & Pharynx Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Ear Surgery,<5,0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Eye Surgery,177,133,3.6,26.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Joint Reconstruction,5,8,1.2,6.1
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Orthopaedic Surgery,38,31,2.1,15
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Urology Surgery,27,43,4.6,18.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Parotidectomy,28,15,8.3,48.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Prostate Surgery,106,44,4.6,13
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Rectal Surgery,7,5,2,14
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Scope of Chest,66,77,6.1,10.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Sinus Surgery,29,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Skin Surgery,9,10,1.6,8.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Skin Tumour Removal,34,29,1.9,12.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Tendon Surgery,<5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Thoracotomy,5,<5,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Thyroidectomy,79,31,8.7,51.1
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Tonsillectomy/Adenoidectomy,94,12,24.8,48.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Vaginal Repair,<5,0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Varicose Veins Ligation/Stripping,86,59,4.7,26.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Vascular Bypass Graft - Non Cardiac,27,23,4.1,17.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Vascular Surgery - Other,40,47,2.7,9.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Wound/Laceration Care,<5,6,1.9,8.1
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Abdominoplasty,<5,<5,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,All Other Procedures,<5,<5,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,All Procedures,775,982,7.7,31.3
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Appendectomy,<5,<5,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Biopsy in OR,7,10,13.9,36.6
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Bladder Surgery,<5,5,37.1,42
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Breast Reduction,21,20,6.6,42
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Cataract Surgery,115,201,4.9,14.6
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Cholecystectomy,21,24,11.1,39.4
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Cone Biopsy,7,5,9.1,41.5
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Cyst/Ganglion Removal,17,16,5.7,14
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,D&C and Related Surgery,19,19,9.9,25.7
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Dental Surgery,173,85,13.7,27
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Examination Under Anaesthetic,<5,<5,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Excision Lesion/Tumour,<5,<5,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Fallopian Tube/Ovarian Surgery,21,23,17.1,48.8
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Foot/Ankle Surgery,5,6,4.4,11.2
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Hand/Wrist Surgery,17,58,4,7.1
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Hernia Repair - Abdominal,52,62,23.6,41.3
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Knee - Meniscectomy,<5,<5,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Knee Arthroscopy,20,39,10.9,32.3
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Laparoscopy,9,15,17.1,39.5
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Mastectomy,21,35,2,4.9
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Nasal Surgery,6,<5,,
